group,n_samples,n_D,full_rel_l2_field_micro_mean,full_rel_l2_field_macro_equal_D_K_mean,full_rel_l2_power_micro_mean,full_rel_l2_power_macro_equal_D_K_mean,terminal_rel_l2_field_micro_mean,terminal_rel_l2_field_macro_equal_D_K_mean,terminal_rel_l2_power_micro_mean,terminal_rel_l2_power_macro_equal_D_K_mean,max_abs_power_error_micro_mean,max_abs_power_error_macro_equal_D_K_mean
interpolation_D,17512,2,0.054324896764095056,0.07254284749061254,0.041632604798489126,0.03875217090650861,0.08833125214709234,0.11769830313513871,0.07504409642975195,0.08080324512236889,0.04187315294194893,0.030388619507752124
extrapolation_D,17512,2,0.06893899039804223,0.0889958440230978,0.05186239458878381,0.05050954917741174,0.11675285984175927,0.14809916193839168,0.10198121521178098,0.1111278040185537,0.06073135030624793,0.042762993457919285
